filename,deutsche_num,degree_entropy,intervallic_entropy,npvi,start_date,completion_date,wellness,NOTES (to be deleted)
D/B/RISM452509575-1-1-2.thm,402,1.53948,2.23127,84.6609,1816.03,1816.03,well,
D/B/RISM452509577-1-1-1.thm,388/1,2.76411,2.64721,22.6667,1816.03,1816.03,well,
D/B/RISM452509577-1-1-2.thm,388/1,2.12193,2.16096,39.1489,1816.03,1816.03,well,
D/B/RISM452509560-1-1-1.thm,409,2.28104,2.41938,64.2857,1816.04,1816.04,well,
D/B/RISM452509594-1-1-1.thm,413,2.35353,2.56545,67.2222,1816.04,1816.04,well,
D/B/RISM452509651-1-1-1.thm,418,2.11808,2.48171,94.5238,1816.04,1816.04,well,
D/B/RISM452509670-1-1-1.thm,419,2.47291,2.52323,43.8095,1816.04,1816.04,well,
D/B/RISM452509670-1-1-2.thm,419,2.4116,2.35353,46.4713,1816.04,1816.04,well,
CH/CObodmer/RISM400090206-1-1-1.thm,159,2.06346,2.19679,68.6229,1816.05,1816.05,well,
D/B/RISM452509538-1-1-1.thm,159,2.12809,2.52164,72.2222,1816.05,1816.05,well,
D/B/RISM452509538-1-1-2.thm,159,1.75,2,56.6092,1816.05,1816.05,well,
D/B/RISM452509649-1-1-1.thm,404,2.64559,2.61058,36.9231,1816.03,1816.05,well,END OF MARCH TO APRIL
D/B/RISM452509648-1-1-1.thm,406,1.37878,2.23593,37.037,1816.03,1816.05,well,END OF MARCH TO APRIL
D/B/RISM452509648-1-1-2.thm,406,1.84237,2.23593,72.1769,1816.03,1816.05,well,END OF MARCH TO APRIL
D/B/RISM452509677-1-1-1.thm,407,2.59491,2.66353,86.4444,1816.03,1816.05,well,SPRING
D/B/RISM452509695-1-1-1.thm,427,2.04037,2.73216,50,1816.05,1816.05,well,
D/B/RISM452509654-1-1-1.thm,431,2.17095,2.44644,22.963,1816.05,1816.05,well,
D/B/RISM452509655-1-1-1.thm,433,2.52164,1.80735,32.967,1816.05,1816.05,well,
D/B/RISM452509655-1-1-2.thm,433,2.72548,1.44662,,1816.05,1816.05,well,
D/B/RISM452509653-1-1-1.thm,430/2,2.41896,1.84987,27.5,1816.05,1816.05,well,
D/B/RISM452509653-1-1-2.thm,430/2,2.17095,2.17095,30.9804,1816.05,1816.05,well,
D/B/RISM452509707-1-1-1.thm,439,1.58496,1.79248,148.571,1816.06,1816.06,well,
D/B/RISM452509707-1-1-2.thm,439,2.15564,1.54879,116.07,1816.06,1816.06,well,
D/B/RISM452509751-1-1-1.thm,440,1.97095,1.57095,48.8889,1816.06,1816.06,well,
D/B/RISM452509703-1-1-1.thm,443,2.25,2.25,75,1816.06,1816.06,well,
D/B/RISM452509656-1-1-1.thm,446,2.71929,2.56545,39.6867,1816.06,1816.06,well,
D/B/RISM452509656-1-1-2.thm,446,1.84237,1.37878,31.746,1816.06,1816.06,well,
D/B/RISM452509657-1-1-1.thm,447,2.62352,2.62352,47.7778,1816.06,1816.06,well,
D/B/RISM452509589-1-1-1.thm,449,2.7744,2.82782,33.515,1816.06,1816.06,well,
D/B/RISM452509589-1-1-2.thm,449,1.86763,2.11808,65.7398,1816.06,1816.06,well,
D/B/RISM452509690-1-1-1.thm,449,2.7744,2.82782,33.515,1816.06,1816.06,well,
A/RB/RISM600033735-1-1-1.thm,452,1.54879,1.75,43.2653,1816.06,1816.07,well,
B/Nimep/RISM706001933-1-1-1.thm,452,2.61265,2.27584,56.8922,1816.06,1816.07,well,
D/B/RISM452509614-1-1-1.thm,454,1.90564,2.75,59.0476,1816.07,1816.07,well,
D/B/RISM452509612-1-1-1.thm,455,2.62581,2.05459,12.1212,1816.07,1816.07,well,
D/B/RISM452509590-1-1-1.thm,456,2.69951,2.40667,23.8095,1816.07,1816.07,well,
D/B/RISM452509590-1-1-2.thm,456,2.15564,1.90564,22.619,1816.07,1816.07,well,
D/B/RISM452509558-1-1-1.thm,458,2.59958,2.7899,32,1816.07,1816.07,well,
D/B/RISM452509558-1-1-2.thm,458,1.85429,2.4116,72.2894,1816.07,1816.07,well,
D/B/RISM452509744-1-1-1.thm,462,2.32193,2.12193,40.803,1816.08,1816.08,well,
D/B/RISM452509660-1-1-1.thm,463,2.23127,2.48171,85,1816.08,1816.08,well,
D/B/RISM452509593-1-1-1.thm,464,2.13394,2.28778,53.7085,1816.08,1816.08,well,
D/B/RISM452509596-1-1-2.thm,466,2.5,2,44.5833,1816.08,1816.08,well,
D/B/RISM452509595-1-1-1.thm,465/1,1.83659,2.05881,53.3333,1816.08,1816.08,well,
A/SF/RISM600659256-1-1-1.thm,472,,1.20752,69.4043,1816.09,1816.09,well,
A/SF/RISM600659256-1-1-2.thm,472,,2.72193,66.2222,1816.09,1816.09,well,
D/B/RISM452509556-1-1-1.thm,475,2.19969,2.4997,15.1515,1816.09,1816.09,well,
D/B/RISM452509556-1-1-2.thm,475,1.90564,1.75,80.0538,1816.09,1816.09,well,
D/B/RISM452509576-1-1-1.thm,476,2.60481,2.5048,52.381,1816.09,1816.09,well,
D/B/RISM452509576-1-1-2.thm,476,1.90564,2.15564,81.3333,1816.09,1816.09,well,
D/B/RISM452509597-1-1-1.thm,482,2.72548,1.75272,31.1905,1816.09,1816.09,well,
D/B/RISM452509599-1-1-1.thm,483,2.45915,1.20752,41.8254,1816.09,1816.09,well,
D/B/RISM452509752-1-1-1.thm,486,2.34731,1.68794,58.1097,1816.09,1816.09,well,
D/B/RISM452509752-1-1-2.thm,486,2.12581,2.08496,54.0278,1816.09,1816.09,well,
CZ/Bm/RISM553003471-1-1-1.thm,478/2,1.48548,2.17095,104.108,1816.09,1816.09,well,
CZ/Bm/RISM553003471-1-1-2.thm,478/2,2.19716,2.19716,81.6162,1816.09,1816.09,well,
D/B/RISM452509750-1-1-1.thm,488,2.28778,2.81507,15.5556,1816.01,1816.1,well,
D/B/RISM452509750-1-1-2.thm,488,1.97494,1.75272,73.545,1816.01,1816.1,well,
D/B/RISM455025509-1-1-2.thm,489,2.4997,2.10391,121.283,1816.01,1816.1,well,
D/B/RISM452509668-1-1-1.thm,490,2.25163,2.58496,49.697,1816.01,1816.1,well,
D/B/RISM452509668-1-1-2.thm,490,2.19716,2.11328,55.9524,1816.01,1816.1,well,
D/B/RISM452509669-1-1-1.thm,491,1.90397,2.79335,105.556,1816.01,1816.1,well,
D/B/RISM452509669-1-1-2.thm,491,2.12809,2.52164,72.7473,1816.01,1816.1,well,
A/R/RISM600263488-1-1-1.thm,489/3,2.50326,1.75272,115.111,1816.01,1816.1,well,
A/SCH/RISM600503094-1-1-1.thm,489/3,2.28416,2.08496,85.1429,1816.01,1816.1,well,
CZ/Bm/RISM553003466-1-1-2.thm,489/3,2.50326,1.75272,113.136,1816.01,1816.1,well,
CZ/Pu/RISM550401178-1-1-1.thm,489/3,0,0.413817,6.06545,1816.01,1816.1,well,
CZ/Pu/RISM550401178-1-1-2.thm,489/3,2.4997,2.10391,121.28,1816.01,1816.1,well,
CZ/Pu/RISM550401970-1-1-1.thm,489/3,0,0.413817,6.06545,1816.01,1816.1,well,
CZ/Pu/RISM550401970-1-1-2.thm,489/3,2.4997,2.10391,121.283,1816.01,1816.1,well,
CZ/Pu/RISM550402743-1-1-1.thm,489/3,,0.49715,8.70261,1816.01,1816.1,well,
CZ/Pu/RISM550402743-1-1-2.thm,489/3,,2.10391,121.283,1816.01,1816.1,well,
D/B/RISM452027586-1-1-1.thm,489/3,2.4997,2.10391,120.307,1816.01,1816.1,well,
D/B/RISM452027586-1-1-2.thm,489/3,1,0.49715,2.90087,1816.01,1816.1,well,
D/B/RISM452509626-1-1-1.thm,496,1.78416,3.08496,33.3333,1816.11,1816.11,well,
D/B/RISM452509626-1-1-2.thm,496,2.12193,2.64644,41.4815,1816.11,1816.11,well,
CH/E/RISM403002060-1-1-1.thm,498,2.4116,2.46967,41.8254,1816.11,1816.11,well,
D/B/RISM452509623-1-1-1.thm,499,2.5,2.5,66.6667,1816.11,1816.11,well,
D/B/RISM452509621-1-1-1.thm,500,1.22439,1.83659,67.5,1816.11,1816.11,well,
D/B/RISM452509563-1-1-1.thm,502,2.29248,2.08496,18.1818,1816.11,1816.11,well,
D/B/RISM452509625-1-1-1.thm,501/1,1.50161,1.42379,61.0723,1816.11,1816.11,well,
D/B/RISM452509625-1-1-2.thm,501/1,2.23127,2.66353,59.2622,1816.11,1816.11,well,
D/B/RISM452509546-1-1-1.thm,507,1.97175,2.2999,27.3333,1816.12,1816.12,well,
D/B/RISM452509731-1-1-1.thm,510,2.625,2.40564,84.3114,1816.12,1816.12,well,
D/B/RISM452509731-1-1-2.thm,510,2.44644,2.92193,54.4545,1816.12,1816.12,well,
D/B/RISM452509545-1-1-2.thm,509/1,0.503258,1.22439,41.6667,1816.12,1816.12,well,
D/B/RISM452509598-1-1-2.thm,509/2,0.503258,1.22439,41.6667,1816.12,1816.12,well,
A/R/RISM600263485-1-1-1.thm,518,1.84237,2.12809,65.034,1817.01,1817,well,
D/B/RISM455036345-1-1-1.thm,518,2.13394,2.56545,70.2165,1817.01,1817,well,
D/B/RISM452509570-1-1-1.thm,295/1,1.89106,1.83659,16.6667,1815.09,1817,well,AUTUMN 1815 AND ? 1817
D/B/RISM452509570-1-1-2.thm,295/1,2,1.75,36.1111,1815.09,1817,well,AUTUMN 1815 AND ? 1817
CZ/Bm/RISM553003485-1-1-1.thm,517/2,2.67079,2.9791,87.3976,1817.01,1817,well,
